author_id,crawl_time,author_user_id,sec_uid,unique_id,short_id,nickname,signature,follower_count,total_favorited,favoriting_count,following_count,verification_type,custom_verify,enterprise_verify_reason,avatar_thumb_url_list,cover_url_list,author_status,author_secret,author_prevent_download
3003498597980412,2026-05-10 15:10:52.792976,,MS4wLjABAAAAa6-MO0gIaJsMM8ewJ1tbV-PXtm_w7Ci7nSB5ubEwvbDp6OgWcf2XCmRTZ1TSuKVv,27773304443,3547086123,驱动笑颜,"二次元，你要自信！
抖音群:522178164726
商务合作vx:qudongxiaoyan
@鸽子型驱动 ←主要用来分享日常",89196,3062746,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
1925940838412859,2026-05-10 15:11:11.261459,,MS4wLjABAAAAHqoB8cnJvWk99rwPVUpgAJIrcFaIvS_iufoYZGn5E7FEfYl3aLZ2TFEdFLt-nuss,JSNO.00001,3433549772,正说清代十二朝,"经典影视，辛辣解说
我们看的就不是电视剧…",6032977,41525456,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
778107744424091,2026-05-10 15:11:19.966245,,MS4wLjABAAAA5WzNtlXT7KKf5HDNacOnZNgx3QN8pJ6B_8Nz2KRrbJk,32768838293,32768838293,森斯SENSE,"🤖战略分析师| 投资人|古早留子
📸频道内容: 娱乐圈 资本圈 审美圈
📮商务: Sensebd001（需注明品牌）
⬇️粉丝群:第一时间接收作品动态",306876,3339035,,,1,,,,"[""https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=DEASorxf%2F4jDVLxYwNH9SGZESGU%3D&from=327834062""]",,,
2ce503f0-b65e-6724-d9af-abef700b6c96,2026-05-10 15:11:29.441014,,,,,我的,,,,,,,,,,,,,
84580627559,2026-05-10 15:11:31.570490,,MS4wLjABAAAAGjKNHxjkCZkvHOlbQoak8AfOMAzx94au5szDYGhfcv4,bb1103dd,277234287,鱼乐周剧场,"之所以那么努力，
是因为想被你看见。
由于部分作品下架后补发，顺序有点乱，等补发完建合集，可以点开合集观看。",1346836,27002869,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
2247013427066804,2026-05-10 15:11:39.889286,,MS4wLjABAAAAEuqTJK8IMGo0ltHAPa8RFtuqBiDu7NBnaI5hqkrll3DsC1Iuiw-MWMmAtvQhFpur,dyakvedk7w6a,3434702898,整治不开心,有太多的不懂，就想问问,164798,1355568,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
1161513499368653,2026-05-10 15:11:53.895278,,MS4wLjABAAAAo2A_-KkwAIdzMQsfZpIpcR016NPBwrxALuL3zWaY4Txq5-Pg0Ot_xWEmUOQOqmbS,gangqinnainai,4151670310,钢琴奶奶-尹松,"🎹 国家一级演奏员
🎹 深圳交响乐团钢琴家
🎹 全国钢琴考级高级评委
🎹 上海音乐学院钢琴硕士
🎹 全国钢琴教材《新编儿童钢琴初步教程》编著者
🎹 萧邦钢琴艺术中心创始人
🎹 和大家分享❤️50年的钢琴教学经验
📖《新编儿童钢琴初步教程》启蒙篇，一级篇，二级篇
欢迎大家加入尹松老师粉丝群，一群二群三群已满请加四群。商务合作zhouxi1",659386,5209632,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
2ce503f0-b65e-6724-d9af-abef700b6c96,2026-05-10 15:12:02.593415,,,,,我的,,,,,,,,,,,,,
215928050028804,2026-05-10 15:12:04.755793,,MS4wLjABAAAAi_e5brBUu5PQ1fOXAS_xxJiTW-DO3TSIEvMmlc1DkqA,64991042446,64991042446,听风漫馆,享受生活，享受美食,125347,2183927,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
4241263233610217,2026-05-10 15:12:10.847846,,MS4wLjABAAAADGCsV3s-eNNVrTIzF3ZEsCZ7Kmhnd7YLInX7bChw5ACQDDcH4uJHa0jaxr4vbrsh,57606589273,57606589273,乘黄旅行,"★专注中高端人群国内及全球自驾旅行服务
★提供专业领队｜摄影｜司机｜医护等5A服务
★协同高端银发一族探求新生活时代人生价值
★川藏线 | 阿里 | 羌塘无人区 | 新疆，高端定制 | 精品小团",34055,450708,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
3584029020133847,2026-05-10 15:12:18.933470,,MS4wLjABAAAAeOttBXQKA4pT3FBIcmWxqQVdTuFz3DQPMsCDpooL8_OUmpwaEovXMkB1NVZtiUpB,hyyyy_0926,3066842716,暴躁女王,"欢迎各位公主美女💗
性格暴躁长相甜美的反差博主一枚🧸
美妆｜vlog｜穿搭🎀
谢谢大家关注～@暴躁小黄
🈴 WRS066",174522,4576428,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
2ce503f0-b65e-6724-d9af-abef700b6c96,2026-05-10 15:12:25.588624,,,,,我的,,,,,,,,,,,,,
1876189917221272,2026-05-10 15:12:27.871946,,MS4wLjABAAAAMvxII46vqEkPSSFsuzUxI_AIXWAONrH8A6PS9G29J74MI-8vN1phO_1Q0CkJkes3,QiuYiYu.,64532614152,秋遗郁,记忆总比秋雨慢一步抵达.,114102,3145735,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779606000&x-signature=jqKJaqSJ9KLBby%2FmPVjcofZb60Q%3D&from=327834062""]",,,
