author_id,crawl_time,author_user_id,sec_uid,unique_id,short_id,nickname,signature,follower_count,total_favorited,favoriting_count,following_count,verification_type,custom_verify,enterprise_verify_reason,avatar_thumb_url_list,cover_url_list,author_status,author_secret,author_prevent_download
3003498597980412,2026-05-10 18:09:35.907411,,MS4wLjABAAAAa6-MO0gIaJsMM8ewJ1tbV-PXtm_w7Ci7nSB5ubEwvbDp6OgWcf2XCmRTZ1TSuKVv,27773304443,3547086123,驱动笑颜,"二次元，你要自信！
抖音群:522178164726
商务合作vx:qudongxiaoyan
@鸽子型驱动 ←主要用来分享日常",89247,3068493,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,
1925940838412859,2026-05-10 18:09:46.960114,,MS4wLjABAAAAHqoB8cnJvWk99rwPVUpgAJIrcFaIvS_iufoYZGn5E7FEfYl3aLZ2TFEdFLt-nuss,JSNO.00001,3433549772,正说清代十二朝,"经典影视，辛辣解说
我们看的就不是电视剧…",6032852,41526741,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,
778107744424091,2026-05-10 18:10:01.658900,,MS4wLjABAAAA5WzNtlXT7KKf5HDNacOnZNgx3QN8pJ6B_8Nz2KRrbJk,32768838293,32768838293,森斯SENSE,"🤖战略分析师| 投资人|古早留子
📸频道内容: 娱乐圈 资本圈 审美圈
📮商务: Sensebd001（需注明品牌）
⬇️粉丝群:第一时间接收作品动态",306879,3339201,,,1,,,,"[""https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=gw1NPbrtEB1OKGLee4yRrhASt4E%3D&from=327834062""]",,,
96598170718,2026-05-10 18:10:19.450284,,MS4wLjABAAAA9R2Z4bGmzu-uc_7wUqy4upGnbELXRcs-ioEZkgNpIYE,woxiangwo693,4139788043,涛弟爱吃鱼-吃鱼大队,谢谢你的关注。美食博主。                                                                    商务d444032215星图合作（其他勿扰）,1423016,22808404,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,
84580627559,2026-05-10 18:10:34.969579,,MS4wLjABAAAAGjKNHxjkCZkvHOlbQoak8AfOMAzx94au5szDYGhfcv4,bb1103dd,277234287,鱼乐周剧场,"之所以那么努力，
是因为想被你看见。
由于部分作品下架后补发，顺序有点乱，等补发完建合集，可以点开合集观看。",1347086,27006550,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,
1344034170214019,2026-05-10 18:10:49.467392,,MS4wLjABAAAAUfVDYkg6mlxsLehC46HiwnAgf0tYr2_sKuuM66EMOf8PIwsp2zqGJVBy7rLG2Ghy,36047680442,36047680442,已读乱回,有太多的不懂，就想问问,164797,1355583,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,
2326981041464183,2026-05-10 18:11:07.476437,,MS4wLjABAAAAyM4GhReQLSgQjvvlJlTe835EW55rR4NOk1zBIlTzCckkXUNUayaQ-_sv2SnoND_x,59613055630,59613055630,陀螺,"🎹 国家一级演奏员
🎹 深圳交响乐团钢琴家
🎹 全国钢琴考级高级评委
🎹 上海音乐学院钢琴硕士
🎹 全国钢琴教材《新编儿童钢琴初步教程》编著者
🎹 萧邦钢琴艺术中心创始人
🎹 和大家分享❤️50年的钢琴教学经验
📖《新编儿童钢琴初步教程》启蒙篇，一级篇，二级篇
欢迎大家加入尹松老师粉丝群，一群二群三群已满请加四群。商务合作zhouxi1",659374,5209836,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,
108367065205,2026-05-10 18:11:21.165595,,MS4wLjABAAAA3K0H2BnkkkXyqPl9IgJoMscOaOTFOX24CMGsLEDw4r4,,1805511829,春暖花开,热爱生活，热爱分享！一生很短，开心就好！,46619,519558,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,
1963044461632440,2026-05-10 18:11:36.025523,,MS4wLjABAAAANkEI71kJxInk4hD-Tm1xDm7J8-FZXKYdSok5vQvJNvIzMGqK-v2Jj1aqE7c92fQx,60494404620,60494404620,ᅟ,享受生活，享受美食,125357,2184760,,,1,,,,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,
c906bfc9-d73b-3b8e-b916-3fcab1e51867,2026-05-10 18:11:49.643434,,,,,我的,,,,,,,,,,,,,
